id,timeAtServer,aircraft,latitude,longitude,geoAltitude,pred_latitude,pred_longitude,pred_geoAltitude
542.0,0.993000030517578,2802.0,50.4646275407177,5.48796782622466,6.57606,50.203712463378906,6.3028435707092285,7.296113014221191
1113.0,2.09100008010864,2802.0,50.4632720947266,5.49070659436678,6.58368,49.93144989013672,6.441971063613892,7.361277103424072
1393.0,2.64900016784668,2802.0,50.4625792422537,5.49212481524493,6.5913,49.8387336730957,6.48314634958903,7.385875384012858
1685.0,3.22800016403198,2802.0,50.4618530273438,5.49352545487253,6.5913,49.96261405944824,6.419848561286926,7.364479899406433
2192.0,4.20500016212463,2802.0,50.4606706005032,5.49598487647804,6.60654,49.890184783935545,6.428028678894043,7.397671413421631
2438.0,4.70600008964539,2802.0,50.4600654214115,5.49724681957348,6.60654,49.96291287740072,6.392916997273763,7.383122682571411
2971.0,5.74500012397766,2802.0,50.4587860107422,5.49988596062911,6.621779999999999,50.00957271030971,6.353374685559954,7.389828818184989
3203.0,6.22500014305115,2802.0,50.4582033318988,5.5010326488598,6.621779999999999,49.958845138549805,6.367808640003204,7.4427196979522705
3503.0,6.78800010681152,2802.0,50.4575042724609,5.50248798571135,6.6294,49.92487335205078,6.389154593149821,7.442180739508735
3703.0,7.19700002670288,2802.0,50.4570395259534,5.50348230310389,6.637020000000001,49.95447703770229,6.373156229654948,7.447759764535086
3906.0,7.60899996757507,2802.0,50.4565740035752,5.50452155035895,6.644640000000001,49.937129974365234,6.378806392351787,7.459835052490234
4410.0,8.52900004386902,2802.0,50.4554443359375,5.50682469418174,6.644640000000001,49.964692042424126,6.360478951380803,7.4572439927321215
4972.0,9.63100004196167,2802.0,50.4541168212891,5.5096435546875,6.65988,49.96479279654367,6.352808816092355,7.479981456484113
5415.0,10.5130000114441,2802.0,50.4531097412109,5.5118841873972,6.6675,49.98852055867513,6.344372208913168,7.4708938280741375
6197.0,11.9869999885559,2802.0,50.4513601529396,5.51573057432433,6.69036,50.00512170791626,6.329760551452637,7.481409907341003
6985.0,13.5020000934601,2802.0,50.4496377201404,5.51951640361064,6.697979999999999,49.98073892032399,6.3414426130407,7.512408565072453
8015.0,15.4900000095367,2802.0,50.4473101082495,5.52478687183277,6.72084,49.99800279405382,6.3352705637613935,7.514646583133274
9334.0,17.9530000686646,2802.0,50.4444704217426,5.53117081925676,6.7437,50.0130615234375,6.329506999567935,7.516362089859812
9788.0,18.8970000743866,2802.0,50.4434051513672,5.53356772974918,6.75894,49.9917932510376,6.335549139976502,7.563624691963196
10478.0,20.2669999599457,2802.0,50.441816944187,5.537109375,6.77418,50.00370552426293,6.326135431017194,7.568493525187175
11074.0,21.4140000343323,2802.0,50.4404754638672,5.54014507092928,6.78942,50.01750772649592,6.323782660744407,7.566000960089943
11373.0,21.9509999752045,2802.0,50.4398617501986,5.54148905986064,6.78942,50.02605089933976,6.316330412159795,7.63147437054178
11609.0,22.4250001907349,2802.0,50.4393496755826,5.54267677100929,6.80466,50.03541390101115,6.308817009131114,7.633040606975555
12448.0,23.9739999771118,2802.0,50.4375341383077,5.54675952808277,6.8199,50.04360733032227,6.3008692169189455,7.635951690673828
12705.0,24.4620001316071,2802.0,50.4369506835938,5.54802342465049,6.81228,50.02609194242037,6.307615591929509,7.677507510552039
12931.0,24.9240000247955,2802.0,50.4364471435547,5.5491798802426,6.827520000000001,50.00958887736002,6.313124321125172,7.7098257983172385
13160.0,25.4320001602173,2802.0,50.4358520507813,5.55048089278372,6.827520000000001,50.01724583762033,6.306731513568333,7.709617410387311
13456.0,26.0210001468658,2802.0,50.435159974179,5.5520299963049,6.83514,50.00266410564554,6.312619636798727,7.757123799159609
13747.0,26.5710000991821,2802.0,50.4345245361328,5.55344431023849,6.83514,50.00790239969889,6.307992855707805,7.781349452336629
14043.0,27.1340000629425,2802.0,50.4338565115201,5.55492504222973,6.84276,50.01520009194651,6.302017304205125,7.778975517519059
14295.0,27.6170001029968,2802.0,50.4332978846663,5.55618698532517,6.85038,50.02033829689026,6.297625541687012,7.816045925021172
14540.0,28.085000038147,2802.0,50.4327850341797,5.55734734786184,6.85038,50.02477345322118,6.292308821822658,7.828889398863821
14777.0,28.5350000858307,2802.0,50.4322357177734,5.55850380345395,6.86562,50.02787107579849,6.286691525403191,7.851431313683005
15008.0,29.018000125885,2802.0,50.4316864013672,5.55973253752056,6.86562,50.03231789725167,6.283875792367118,7.887600585392543
15232.0,29.4860000610352,2802.0,50.4311564817267,5.56093782991976,6.86562,50.03617699941,6.279618249999152,7.9074584113226996
15510.0,30.0380001068115,2802.0,50.4304962158203,5.5624068410773,6.880859999999999,50.03964326188371,6.275524306941676,7.924439262699437
15745.0,30.4860000610352,2802.0,50.4299468994141,5.56356329666941,6.880859999999999,50.04379282499615,6.275829064218621,7.95386969415765
15958.0,30.8940000534058,2802.0,50.4294891357422,5.5645751953125,6.880859999999999,50.04543245755709,6.271520895835681,7.969213693569868
16544.0,31.9910001754761,2802.0,50.4281771385064,5.56747024123733,6.896100000000001,50.04813804626465,6.267795693874359,7.9829271078109745
17328.0,33.5140001773834,2802.0,50.4264081534693,5.57133030247044,6.896100000000001,50.05087847825958,6.265867337947938,8.00237129955757
17634.0,34.1010000705719,2802.0,50.4257354736328,5.57281494140625,6.90372,50.05241802760533,6.26202426637922,8.017276548203968
17868.0,34.5659999847412,2802.0,50.4252319335938,5.57397139699835,6.91134,50.04339883493822,6.264973363210989,8.02607267956401
18145.0,35.0780000686646,2802.0,50.4245926161944,5.57533882759713,6.91896,50.04480127854781,6.261219338937239,8.040255481546575
18366.0,35.4950001239777,2802.0,50.4240805415784,5.57645230679899,6.91134,50.04346449296553,6.257135150196788,8.061449328621665
18603.0,35.9730000495911,2802.0,50.4235684669624,5.57764001794764,6.92658,50.046199959202816,6.255148566396612,8.080210464879086
18857.0,36.4430000782013,2802.0,50.4229888916016,5.5788863332648,6.92658,50.05043426667801,6.251236563981181,8.093269386676827
19176.0,37.029000043869,2802.0,50.4223022460938,5.58040418122944,6.9342,50.0541135002585,6.248257169536516,8.101055846494788
19397.0,37.4700000286102,2802.0,50.4217994819253,5.58150007918074,6.9342,50.05906350272043,6.245201619466146,8.097543752761114
19690.0,38.0169999599457,2802.0,50.4211477505959,5.58291048616976,6.9342,50.06229202835648,6.242448983369051,8.1072801484002
19889.0,38.3990001678467,2802.0,50.4206822282177,5.58394973342483,6.94182,50.064128667658025,6.239926658977161,8.11392178101973
20196.0,38.9580001831055,2802.0,50.4200134277344,5.5853913959704,6.94182,50.06717872619629,6.239062334809985,8.115277707576752
20455.0,39.4950001239777,2802.0,50.4193787655588,5.58677054740287,6.949439999999999,50.0619165520919,6.240831877055921,8.12596315250062
21014.0,40.6040000915527,2802.0,50.4180908203125,5.58965582596628,6.95706,50.06248316271552,6.238375071821542,8.135338964133426
21289.0,41.0920000076294,2802.0,50.4174701238083,5.59100176836993,6.95706,50.06424771325063,6.2372825994329935,8.141527701232393
21565.0,41.6740000247955,2802.0,50.4168090820313,5.59247468647204,6.96468,50.06527563730876,6.234892988204956,8.148046501477559
22134.0,42.7799999713898,2802.0,50.4155149298199,5.59530722128378,6.972300000000001,50.06599169871846,6.232379420858915,8.155473537132389
22655.0,43.7310001850128,2802.0,50.4143829345703,5.59782329358553,6.972300000000001,50.068325411888864,6.231351098706646,8.15662456327869
22919.0,44.2450001239777,2802.0,50.4137924970207,5.59916728251689,6.97992,50.06937432667566,6.2289577968536864,8.162202502053882
23194.0,44.7920000553131,2802.0,50.4131407656912,5.60057768950591,6.97992,50.07159227132797,6.226646468043327,8.15590637177229
23701.0,45.8100001811981,2802.0,50.4119110107422,5.60324417917352,6.98754,50.07172685861588,6.225739531219006,8.170982643961906
23919.0,46.220999956131,2802.0,50.4114532470703,5.60432835629112,6.98754,50.07989847660065,6.21838116645813,8.186533160507679
24116.0,46.6119999885559,2802.0,50.4109497070313,5.60534025493421,6.99516,50.08833962678909,6.210383832454681,8.200322911143303
24607.0,47.5529999732971,2802.0,50.409882109044,5.6077781883446,6.99516,50.08626711368561,6.212328128516674,8.214622974395752
24886.0,48.045000076294,2802.0,50.4092559814453,5.60909873560855,7.00278,50.09477198123932,6.206045471131802,8.23036377131939
25203.0,48.6620001792908,2802.0,50.4085786463851,5.61067323426943,7.00278,50.09360122680664,6.20446740090847,8.234400644898415
25414.0,49.0859999656677,2802.0,50.4080200195313,5.61178671347128,7.00278,50.08762711286545,6.211009904742241,8.236343741416931
25866.0,50.0529999732971,2802.0,50.4068756103516,5.61430278577303,7.0104,50.09715032577515,6.204756177961826,8.233655847609043
